,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.senator_rank_label,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
56,bill,senate_bill,S.,114,referred,2016-01-20,"This bill was assigned to a congressional committee on January 20, 2016, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2455,,343329,2016-01-20,True,True,https://www.govtrack.us/congress/bills/114/s2455,False,"[[datetime.datetime(2016, 1, 20, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2016-01-20"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2455,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2455:,S. 2455: Educational Freedom Accounts Act,Educational Freedom Accounts Act,"[[short, introduced, Educational Freedom Accounts Act], [official, introduced, A bill to expand school choice in the District of Columbia.]]",Educational Freedom Accounts Act
57,bill,senate_bill,S.,114,pass_over_senate,2016-02-12,"This bill passed in the Senate on February 12, 2016 and goes to the House next for consideration.",Passed Senate,S. 2451,,343330,2016-01-20,True,True,https://www.govtrack.us/congress/bills/114/s2451,False,"[[datetime.datetime(2016, 1, 20, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2016-01-20"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
    ], [datetime.datetime(2016, 2, 12, 0, 0), 5, Passed Senate without amendment by Voice Vote., <vote how=""by Voice Vote"" type=""vote"" datetime=""2016-02-12"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate without amendment by Voice Vote.</text>
      <reference ref=""CR S886-887"" label=""text""/>
    </vote>
    ]]",bill,2451,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2451:,"S. 2451: A bill to designate the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, as “Liu Xiaobo Plaz","A bill to designate the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, as “Liu Xiaobo Plaza”, and for other purposes.","[[official, introduced, A bill to designate the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, as ""Liu Xiaobo Plaza"", and for other purposes.]]","A bill to designate the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, as “Liu Xiaobo Plaz"
58,bill,senate_bill,S.,114,referred,2016-02-10,"This bill was assigned to a congressional committee on February 10, 2016, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2538,,343594,2016-02-10,True,True,https://www.govtrack.us/congress/bills/114/s2538,False,"[[datetime.datetime(2016, 2, 10, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2016-02-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2538,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2538:,S. 2538: A bill to provide resources and incentives for the enforcement of immigration laws in the interior of the United States and for other purposes.,A bill to provide resources and incentives for the enforcement of immigration laws in the interior of the United States and for other purposes.,"[[official, introduced, A bill to provide resources and incentives for the enforcement of immigration laws in the interior of the United States and for other purposes.]]",A bill to provide resources and incentives for the enforcement of immigration laws in the interior of the United States and for other purposes.
59,bill,senate_bill,S.,114,referred,2015-12-08,"This bill was assigned to a congressional committee on December 8, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2363,,342964,2015-12-08,True,True,https://www.govtrack.us/congress/bills/114/s2363,False,"[[datetime.datetime(2015, 12, 8, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-12-08"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2363,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2363:,S. 2363: State Refugee Security Act of 2015,State Refugee Security Act of 2015,"[[short, introduced, State Refugee Security Act of 2015], [official, introduced, A bill to amend the Immigration and Nationality Act to permit the Governor of a State to reject the resettlement of a refugee in that State unless there is adequate assurance that the alien does not present a security risk and for other purposes.]]",State Refugee Security Act of 2015
60,bill,senate_bill,S.,114,referred,2015-01-22,"This bill was assigned to a congressional committee on January 22, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 247,,336182,2015-01-22,True,True,https://www.govtrack.us/congress/bills/114/s247,False,"[[datetime.datetime(2015, 1, 22, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-01-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,247,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s247:,S. 247: Expatriate Terrorist Act,Expatriate Terrorist Act,"[[short, introduced, Expatriate Terrorist Act], [official, introduced, A bill to amend section 349 of the Immigration and Nationality Act to deem specified activities in support of terrorism as renunciation of United States nationality, and for other purposes.]]",Expatriate Terrorist Act
61,bill,senate_bill,S.,114,referred,2015-03-19,"This bill was assigned to a congressional committee on March 19, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 825,,337908,2015-03-19,True,True,https://www.govtrack.us/congress/bills/114/s825,False,"[[datetime.datetime(2015, 3, 19, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2015-03-19"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,825,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s825:,"S. 825: Sanction Iran, Safeguard America Act of 2015","Sanction Iran, Safeguard America Act of 2015","[[short, introduced, Sanction Iran, Safeguard America Act of 2015], [short, introduced, SISA Act], [official, introduced, A bill to terminate the authority to waive certain provisions of law requiring the imposition of sanctions with respect to Iran, to codify certain sanctions imposed by Executive order, and for other purposes.]]","Sanction Iran, Safeguard America Act of 2015"
62,bill,senate_bill,S.,114,referred,2015-11-03,"This bill was assigned to a congressional committee on November 3, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2230,,342430,2015-11-03,True,True,https://www.govtrack.us/congress/bills/114/s2230,False,"[[datetime.datetime(2015, 11, 3, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2015-11-03"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,2230,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2230:,S. 2230: Muslim Brotherhood Terrorist Designation Act of 2015,Muslim Brotherhood Terrorist Designation Act of 2015,"[[short, introduced, Muslim Brotherhood Terrorist Designation Act of 2015], [official, introduced, A bill to require the Secretary of State to submit a report to Congress on the designation of the Muslim Brotherhood as a foreign terrorist organization, and for other purposes.]]",Muslim Brotherhood Terrorist Designation Act of 2015
63,bill,senate_bill,S.,114,referred,2016-04-13,"This bill was assigned to a congressional committee on April 13, 2016, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2790,,344411,2016-04-13,True,True,https://www.govtrack.us/congress/bills/114/s2790,False,"[[datetime.datetime(2016, 4, 13, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2016-04-13"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,2790,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2790:,"S. 2790: A bill to provide requirements for the appropriate Federal banking agencies when requesting or ordering a depository institution to terminate a specific customer account, to provide for additional requirements related to subpoenas issued under th","A bill to provide requirements for the appropriate Federal banking agencies when requesting or ordering a depository institution to terminate a specific customer account, to provide for additional requirements related to subpoenas issued under the Financial Institutions Reform, Recovery, and Enforcement Act of 1989, and for other purposes.","[[official, introduced, A bill to provide requirements for the appropriate Federal banking agencies when requesting or ordering a depository institution to terminate a specific customer account, to provide for additional requirements related to subpoenas issued under the Financial Institutions Reform, Recovery, and Enforcement Act of 1989, and for other purposes.]]","A bill to provide requirements for the appropriate Federal banking agencies when requesting or ordering a depository institution to terminate a specific customer account, to provide for additional requirements related to subpoenas issued under th"
64,bill,senate_bill,S.,114,referred,2016-02-10,"This bill was assigned to a congressional committee on February 10, 2016, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2537,,343575,2016-02-10,True,True,https://www.govtrack.us/congress/bills/114/s2537,False,"[[datetime.datetime(2016, 2, 10, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2016-02-10"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,2537,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2537:,S. 2537: A bill to amend the Anti-Terrorism Act of 1987 with respect to certain prohibitions regarding the Palestine Liberation Organization under that Act.,A bill to amend the Anti-Terrorism Act of 1987 with respect to certain prohibitions regarding the Palestine Liberation Organization under that Act.,"[[official, introduced, A bill to amend the Anti-Terrorism Act of 1987 with respect to certain prohibitions regarding the Palestine Liberation Organization under that Act.]]",A bill to amend the Anti-Terrorism Act of 1987 with respect to certain prohibitions regarding the Palestine Liberation Organization under that Act.
65,bill,senate_bill,S.,114,referred,2015-11-18,"This bill was assigned to a congressional committee on November 18, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 2302,,342741,2015-11-18,True,True,https://www.govtrack.us/congress/bills/114/s2302,False,"[[datetime.datetime(2015, 11, 18, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2015-11-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2302,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s2302:,S. 2302: Terrorist Refugee Infiltration Prevention Act of 2015,Terrorist Refugee Infiltration Prevention Act of 2015,"[[short, introduced, Terrorist Refugee Infiltration Prevention Act of 2015], [official, introduced, A bill to temporarily restrict the admission to the United States of refugees from countries containing terrorist-controlled territory.]]",Terrorist Refugee Infiltration Prevention Act of 2015
66,bill,senate_bill,S.,114,referred,2015-03-03,"This bill was assigned to a congressional committee on March 3, 2015, which will consider it before possibly sending it on to the House or Senate as a whole.",Referred to Committee,S. 647,,337456,2015-03-03,True,True,https://www.govtrack.us/congress/bills/114/s647,False,"[[datetime.datetime(2015, 3, 3, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2015-03-03"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,647,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d114:s647:,S. 647: Health Care Choice Act of 2015,Health Care Choice Act of 2015,"[[short, introduced, Health Care Choice Act of 2015], [official, introduced, A bill to repeal title I of the Patient Protection and Affordable Care Act and to amend the Public Health Service Act to provide for cooperative governing of individual health insurance coverage offered in interstate commerce.]]",Health Care Choice Act of 2015
