,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
10,bill,house_bill,H.R.,106,referred,1999-04-28,"This bill was introduced on April 28, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1607,,16424,1999-04-28,False,False,https://www.govtrack.us/congress/bills/106/hr1607,False,"[[datetime.datetime(1999, 4, 28, 0, 0), 2, Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1999-04-28"" state=""REFERRED"">
      <text>Referred to the Committee on Ways and Means, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,1607,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[106],False,Representative for Ohio's 12th congressional district,12,2001-01-03,,4920,,Republican,400590,,representative,Representative,,,1999-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr1607:,H.R. 1607 (106th): Charity Empowerment Act of 1999,Charity Empowerment Act of 1999,"[[short, introduced, Charity Empowerment Act of 1999], [short-partial, introduced, Charitable Choice Expansion Act of 1999], [official, introduced, To assist States in providing individuals a credit against State income taxes or a comparable benefit for contributions to charitable organizations working to prevent or reduce poverty and protect and encourage donations to charitable organizations, to prohibit discrimination against nongovernmental organizations and certain individuals on the basis of religion in the distribution of government funds to provide government assistance and the distribution of such assistance, to allow such organizations to accept such funds to provide such assistance without impairing the relegious character of such organizations, to provide for tax-free distributions from individual retirement accounts for charitable purposes, and for other purposes.]]",Charity Empowerment Act of 1999
11,bill,house_bill,H.R.,106,referred,2000-12-15,"This bill was introduced on December 15, 2000, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 5669,,16990,2000-12-15,False,False,https://www.govtrack.us/congress/bills/106/hr5669,False,"[[datetime.datetime(2000, 12, 15, 0, 0), 2, Referred to the Committee on the Budget, and in addition to the Committee on Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""2000-12-15"" state=""REFERRED"">
      <text>Referred to the Committee on the Budget, and in addition to the Committee on Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,5669,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[106],False,Representative for Ohio's 12th congressional district,12,2001-01-03,,4920,,Republican,400590,,representative,Representative,,,1999-01-06,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr5669:,"H.R. 5669 (106th): To amend title 5, United States Code, to provide that the Civil Service Retirement and Disability Fund be excluded from the budget of the United States Government.","To amend title 5, United States Code, to provide that the Civil Service Retirement and Disability Fund be excluded from the budget of the United States Government.","[[official, introduced, To amend title 5, United States Code, to provide that the Civil Service Retirement and Disability Fund be excluded from the budget of the United States Government.]]","To amend title 5, United States Code, to provide that the Civil Service Retirement and Disability Fund be excluded from the budget of the United States Government."
12,resolution,house_joint_resolution,H.J.Res.,104,referred,1996-07-18,"This resolution was introduced on July 18, 1996, in a previous session of Congress, but was not enacted.",Referred to Committee,H.J.Res. 185,,103228,1996-07-18,False,False,https://www.govtrack.us/congress/bills/104/hjres185,False,"[[datetime.datetime(1996, 7, 18, 0, 0), 2, Referred to the House Committee on Government Reform and Oversight., <action datetime=""1996-07-18"" state=""REFERRED"">
      <text>Referred to the House Committee on Government Reform and Oversight.</text>
    </action>
    ]]",resolution,185,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hjres185:,"H.J.Res. 185 (104th): To designate the Village of Sunbury, Ohio, as “Flagville, U.S.A.”.","To designate the Village of Sunbury, Ohio, as “Flagville, U.S.A.”.","[[official, introduced, To designate the Village of Sunbury, Ohio, as ""Flagville, U.S.A."".]]","To designate the Village of Sunbury, Ohio, as “Flagville, U.S.A.”."
13,bill,house_bill,H.R.,105,enacted_signed,1997-08-05,"This bill was enacted after being signed by the President on August 5, 1997.",Enacted — Signed by the President,H.R. 2015,,104078,1997-06-24,False,False,https://www.govtrack.us/congress/bills/105/hr2015,False,"[[datetime.datetime(1997, 6, 24, 1, 15), 3, Placed on the Union Calendar, Calendar No. 89., <calendar datetime=""1997-06-24T01:15:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""89"">
      <text>Placed on the Union Calendar, Calendar No. 89.</text>
    </calendar>
    ], [datetime.datetime(1997, 6, 25, 18, 9), 4, On passage Passed by recorded vote: 270 - 162 (Roll no. 241)., <vote how=""roll"" type=""vote"" roll=""241"" datetime=""1997-06-25T18:09:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On passage Passed by recorded vote: 270 - 162 (Roll no. 241).</text>
    </vote>
    ], [datetime.datetime(1997, 6, 25, 0, 0), 11, Passed Senate with an amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote2"" datetime=""1997-06-25"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Passed Senate with an amendment by Unanimous Consent.</text>
    </vote>
    ], [datetime.datetime(1997, 7, 30, 16, 43), 30, On agreeing to the conference report Agreed to by recorded vote: 346 - 85 (Roll no. 345)., <vote how=""roll"" type=""conference"" roll=""345"" datetime=""1997-07-30T16:43:00-04:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by recorded vote: 346 - 85 (Roll no. 345).</text>
      <reference ref=""CR  H6342"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1997, 7, 31, 0, 0), 9, Senate agreed to conference report by Yea-Nay Vote. 85-15. Record Vote No: 209., <vote how=""roll"" type=""conference"" roll=""209"" datetime=""1997-07-31"" where=""s"" result=""pass"" state=""PASSED:BILL"">
      <text>Senate agreed to conference report by Yea-Nay Vote. 85-15. Record Vote No: 209.</text>
      <reference ref=""CR  S8386-8410"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1997, 8, 5, 0, 0), 28, Signed by President., <signed datetime=""1997-08-05"" state=""ENACTED:SIGNED"">
      <text>Signed by President.</text>
    </signed>
    ]]",bill,2015,,33.0,PUB,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr2015:,H.R. 2015 (105th): Balanced Budget Act of 1997,Balanced Budget Act of 1997,"[[popular, None, Budget Reconciliation bill], [popular, None, Reconciliation bill], [short, introduced, Balanced Budget Act of 1997], [short-partial, introduced, Child Health Assistance Program Act of 1997], [short-partial, introduced, Expansion of Portability and Health Insurance Coverage Act of 1997], [short-partial, introduced, Veterans Reconciliation Act of 1997], [short, reported to house, Balanced Budget Act of 1997], [short-partial, reported to house, Child Health Assistance Program Act of 1997], [short-partial, reported to house, Expansion of Portability and Health Insurance Coverage Act of 1997], [short-partial, reported to house, Veterans Reconciliation Act of 1997], [short, passed house, Balanced Budget Act of 1997], [short, passed senate, Balanced Budget Act of 1997], [short-partial, passed senate, Multifamily Assisted Housing Reform and Affordability Act of 1997], [short-partial, passed senate, Veterans Reconciliation Act of 1997], [short-partial, passed senate, Welfare Reform Technical Corrections Act of 1997], [short, enacted, Balanced Budget Act of 1997], [short-partial, enacted, Budget Enforcement Act of 1997], [short-partial, enacted, Child Health Assistance Program Act of 1997], [short-partial, enacted, District of Columbia Bond Financing Improvements Act of 1997], [short-partial, enacted, District of Columbia Management Reform Act of 1997], [short-partial, enacted, District of Columbia Retirement Protection Act of 1997], [short-partial, enacted, National Capital Revitalization and Self-Government Improvement Act of 1997], [short-partial, enacted, Veterans Reconciliation Act of 1997], [official, introduced, To provide for reconciliation pursuant to subsections (b)(1) and (c) of section 105 of the concurrent resolution on the budget for fiscal year 1998.]]",Balanced Budget Act of 1997
14,bill,house_bill,H.R.,105,referred,1997-05-20,"This bill was introduced on May 20, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1668,,104122,1997-05-20,False,False,https://www.govtrack.us/congress/bills/105/hr1668,False,"[[datetime.datetime(1997, 5, 20, 0, 0), 2, Referred to the House Committee on Veterans' Affairs., <action datetime=""1997-05-20"" state=""REFERRED"">
      <text>Referred to the House Committee on Veterans' Affairs.</text>
    </action>
    ]]",bill,1668,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr1668:,"H.R. 1668 (105th): To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of an unknown American who lost his life while serving in the Union Army of the United States during the Civil War, and for other purposes.","To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of an unknown American who lost his life while serving in the Union Army of the United States during the Civil War, and for other purposes.","[[official, introduced, To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of an unknown American who lost his life while serving in the Union Army of the United States during the Civil War, and for other purposes.]]","To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of an unknown American who lost his life while serving in the Union Army of the United States during the Civil War, and for other purposes."
15,resolution,house_concurrent_resolution,H.Con.Res.,104,passed_concurrentres,1996-01-05,"This concurrent resolution was agreed to by both chambers of Congress on January 5, 1996. That is the end of the legislative process for concurrent resolutions. They do not have the force of law.",Agreed To (Concurrent Resolution),H.Con.Res. 131,,102263,1996-01-05,False,False,https://www.govtrack.us/congress/bills/104/hconres131,False,"[[datetime.datetime(1996, 1, 5, 0, 0), 2, Referred to the House Committee on Rules., <action datetime=""1996-01-05"" state=""REFERRED"">
      <text>Referred to the House Committee on Rules.</text>
    </action>
    ], [datetime.datetime(1996, 1, 5, 0, 0), 8, Received in the Senate, considered, and agreed to without amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote2"" datetime=""1996-01-05"" where=""s"" result=""pass"" state=""PASSED:CONCURRENTRES"">
      <text>Received in the Senate, considered, and agreed to without amendment by Unanimous Consent.</text>
      <reference ref=""CR S86, S88-89"" label=""consideration""/>
    </vote>
    ]]",resolution,131,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hconres131:,H.Con.Res. 131 (104th): Establishing procedures making the transmission of the continuing resolution (H.J. Res. 134) to the President contingent upon the submission by the President of a 7-year balanced budget using updated economic and technical assumpti,Establishing procedures making the transmission of the continuing resolution (H.J. Res. 134) to the President contingent upon the submission by the President of a 7-year balanced budget using updated economic and technical assumptions of the Congressional Budget Office.,"[[official, introduced, Establishing procedures making the transmission of the continuing resolution (H.J. Res. 134) to the President contingent upon the submission by the President of a 7-year balanced budget using updated economic and technical assumptions of the Congressional Budget Office.]]",Establishing procedures making the transmission of the continuing resolution (H.J. Res. 134) to the President contingent upon the submission by the President of a 7-year balanced budget using updated economic and technical assumpti
16,bill,house_bill,H.R.,104,prov_kill_veto,1995-12-06,"This bill was vetoed by the President on December 6, 1995 and Congress did not attempt an override before the end of the Congressional session.",Vetoed (No Override Attempt),H.R. 2491,,102607,1995-10-17,False,False,https://www.govtrack.us/congress/bills/104/hr2491,False,"[[datetime.datetime(1995, 10, 17, 21, 33), 3, Placed on the Union Calendar, Calendar No. 148., <calendar datetime=""1995-10-17T21:33:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""148"">
      <text>Placed on the Union Calendar, Calendar No. 148.</text>
    </calendar>
    ], [datetime.datetime(1995, 10, 26, 18, 47), 4, On passage Passed by the Yeas and Nays: 227 - 203 (Roll no. 743)., <vote how=""roll"" type=""vote"" roll=""743"" datetime=""1995-10-26T18:47:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On passage Passed by the Yeas and Nays: 227 - 203 (Roll no. 743).</text>
    </vote>
    ], [datetime.datetime(1995, 10, 28, 0, 0), 11, Passed Senate in lieu of S. 1357 with an amendment by Yea-Nay Vote. 52-47. Record Vote No: 556., <vote how=""roll"" type=""vote2"" roll=""556"" datetime=""1995-10-28"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Passed Senate in lieu of S. 1357 with an amendment by Yea-Nay Vote. 52-47. Record Vote No: 556.</text>
      <reference ref=""10/27/1995 CR S16095-16096"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1995, 11, 17, 15, 28), 30, On agreeing to the conference report Agreed to by the Yeas and Nays: 237 - 189 (Roll no. 812)., <vote how=""roll"" type=""conference"" roll=""812"" datetime=""1995-11-17T15:28:00-05:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by the Yeas and Nays: 237 - 189 (Roll no. 812).</text>
    </vote>
    ], [datetime.datetime(1995, 11, 20, 18, 18), 9, On motion that the House agree to the Senate amendment Agreed to by the Yeas and Nays: 235 - 192 (Roll no. 820)., <vote how=""roll"" type=""pingpong"" roll=""820"" datetime=""1995-11-20T18:18:00-05:00"" where=""h"" result=""pass"" state=""PASSED:BILL"">
      <text>On motion that the House agree to the Senate amendment Agreed to by the Yeas and Nays: 235 - 192 (Roll no. 820).</text>
      <reference ref=""CR H13629"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1995, 12, 6, 0, 0), 15, Vetoed by President., <vetoed datetime=""1995-12-06"" state=""PROV_KILL:VETO"">
      <text>Vetoed by President.</text>
    </vetoed>
    ]]",bill,2491,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hr2491:,H.R. 2491 (104th): Seven-Year Balanced Budget Reconciliation Act of 1995,Seven-Year Balanced Budget Reconciliation Act of 1995,"[[popular, None, Budget Reconciliation bill], [short, introduced, Seven-Year Balanced Budget Reconciliation Act of 1995], [short-partial, introduced, Department of Commerce Dismantling Act], [short-partial, introduced, Department of the Interior Surveying and Mapping Efficiency and Economic Opportunity Act of 1995], [short-partial, introduced, Economic Development Partnership Act of 1995], [short-partial, introduced, Federal Communications Commission Authorization Act of 1995], [short-partial, introduced, Federal Oil and Gas Royalty Simplification and Fairness Act of 1995], [short-partial, introduced, Federal Statistics Agency Establishment Act], [short-partial, introduced, GSP Renewal Act of 1995], [short-partial, introduced, Higher Education Program Efficiency Act of 1995], [short-partial, introduced, Illinois Land Conservation Act of 1995], [short-partial, introduced, Medicaid Transformation Act of 1995], [short-partial, introduced, National Park System Reform Act of 1995], [short-partial, introduced, Naval Petroleum Reserve Privatization Act of 1995], [short-partial, introduced, Ocean Shipping Reform Act of 1995], [short-partial, introduced, Patent and Trademark Office Corporation Act of 1995], [short-partial, introduced, Power Administration Act], [short-partial, introduced, Revenue Reconciliation Act of 1995], [short-partial, introduced, Tax Simplification Act of 1995], [short-partial, introduced, Territorial Administrative Cessation Act], [short-partial, introduced, Thrift Charter Conversion Act of 1995], [short-partial, introduced, USEC Privatization Act], [short-partial, introduced, Veterans Reconciliation Act of 1995], [short-partial, introduced, Visitor Facilities and Services Enhancement Act of 1995], [short-partial, introduced, Waste Isolation Pilot Plant Land Withdrawal Amendment Act], [official, introduced, To provide for reconciliation pursuant to section 105 of the concurrent resolution on the budget for fiscal year 1996.]]",Seven-Year Balanced Budget Reconciliation Act of 1995
17,bill,house_bill,H.R.,104,reported,1995-03-16,"This bill was introduced on March 16, 1995, in a previous session of Congress, but was not enacted.",Reported by Committee,H.R. 1219,,102838,1995-03-13,False,False,https://www.govtrack.us/congress/bills/104/hr1219,False,"[[datetime.datetime(1995, 3, 13, 0, 0), 2, Referred to the Committee on the Budget, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1995-03-13"" state=""REFERRED"">
      <text>Referred to the Committee on the Budget, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ], [datetime.datetime(1995, 3, 16, 0, 0), 3, Ordered to be Reported (Amended) by the Yeas and Nays: 24 - 11., <calendar datetime=""1995-03-16"" state=""REPORTED"">
      <text>Ordered to be Reported (Amended) by the Yeas and Nays: 24 - 11.</text>
    </calendar>
    ]]",bill,1219,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hr1219:,H.R. 1219 (104th): Discretionary Spending Reduction and Control Act of 1995,Discretionary Spending Reduction and Control Act of 1995,"[[short, introduced, Discretionary Spending Reduction and Control Act of 1995], [short, reported to house, Discretionary Spending Reduction and Control Act of 1995], [official, introduced, To amend the Congressional Budget Act of 1974 and the Balanced Budget and Emergency Deficit Control Act of 1985 to extend and reduce the discretionary spending limits, and for other purposes.]]",Discretionary Spending Reduction and Control Act of 1995
18,resolution,house_concurrent_resolution,H.Con.Res.,105,passed_concurrentres,1997-06-05,"This concurrent resolution was agreed to by both chambers of Congress on June 5, 1997. That is the end of the legislative process for concurrent resolutions. They do not have the force of law.",Agreed To (Concurrent Resolution),H.Con.Res. 84,,108526,1997-05-18,False,False,https://www.govtrack.us/congress/bills/105/hconres84,False,"[[datetime.datetime(1997, 5, 18, 23, 50), 3, Placed on the Union Calendar, Calendar No. 61., <calendar datetime=""1997-05-18T23:50:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""61"">
      <text>Placed on the Union Calendar, Calendar No. 61.</text>
    </calendar>
    ], [datetime.datetime(1997, 5, 21, 3, 27), 4, On agreeing to the resolution Agreed to by the Yeas and Nays: 333 - 99 (Roll no. 148)., <vote how=""roll"" type=""vote"" roll=""148"" datetime=""1997-05-21T03:27:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On agreeing to the resolution Agreed to by the Yeas and Nays: 333 - 99 (Roll no. 148).</text>
      <reference ref=""5/20/1997 CR H3031-3065"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1997, 5, 23, 0, 0), 11, Resolution agreed to in Senate in lieu of S.CON.RES. 27 with an amendment by Yea-Nay Vote. 78-22. Record Vote No: 92., <vote how=""roll"" type=""vote2"" roll=""92"" datetime=""1997-05-23"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Resolution agreed to in Senate in lieu of S.CON.RES. 27 with an amendment by Yea-Nay Vote. 78-22. Record Vote No: 92.</text>
    </vote>
    ], [datetime.datetime(1997, 6, 5, 15, 28), 30, On agreeing to the conference report Agreed to by the Yeas and Nays: 327 - 97 (Roll no. 166)., <vote how=""roll"" type=""conference"" roll=""166"" datetime=""1997-06-05T15:28:00-04:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by the Yeas and Nays: 327 - 97 (Roll no. 166).</text>
      <reference ref=""CR  H3501-3516"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1997, 6, 5, 0, 0), 8, Senate agreed to conference report by Yea-Nay Vote. 76-22. Record Vote No: 96., <vote how=""roll"" type=""conference"" roll=""96"" datetime=""1997-06-05"" where=""s"" result=""pass"" state=""PASSED:CONCURRENTRES"">
      <text>Senate agreed to conference report by Yea-Nay Vote. 76-22. Record Vote No: 96.</text>
      <reference ref=""CR  S5338"" label=""consideration""/>
    </vote>
  ]]",resolution,84,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hconres84:,H.Con.Res. 84 (105th): Budget resolution FY1998,Budget resolution FY1998,"[[popular, None, Budget resolution FY1998], [official, introduced, Establishing the congressional budget for the United States Government for fiscal year 1998 and setting forth appropriate budgetary levels for fiscal years 1999, 2000, 2001, and 2002.]]",Budget resolution FY1998
19,bill,house_bill,H.R.,105,referred,1997-11-13,"This bill was introduced on November 13, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 3045,,109103,1997-11-13,False,False,https://www.govtrack.us/congress/bills/105/hr3045,False,"[[datetime.datetime(1997, 11, 13, 0, 0), 2, Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Ways and Means, Rules, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1997-11-13"" state=""REFERRED"">
      <text>Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Ways and Means, Rules, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,3045,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr3045:,H.R. 3045 (105th): Surface Transportation and Transit Empowerment Act,Surface Transportation and Transit Empowerment Act,"[[short, introduced, Surface Transportation and Transit Empowerment Act], [official, introduced, To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.]]",Surface Transportation and Transit Empowerment Act
