,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
64,bill,senate_bill,S.,108,referred,2003-06-18,"This bill was introduced on June 18, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1284,,77937,2003-06-18,False,False,https://www.govtrack.us/congress/bills/108/s1284,False,"[[datetime.datetime(2003, 6, 18, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2003-06-18"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
  ]]",bill,1284,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1284:,S. 1284 (108th): Kosovar-American Enterprise Fund Act of 2003,Kosovar-American Enterprise Fund Act of 2003,"[[short, introduced, Kosovar-American Enterprise Fund Act of 2003], [official, introduced, A bill to provide for the establishment of the Kosovar-American Enterprise Fund to promote small business and micro-credit lending and housing construction and reconstruction for Kosova.]]",Kosovar-American Enterprise Fund Act of 2003
65,bill,senate_bill,S.,108,referred,2003-12-09,"This bill was introduced on December 9, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2003,,78682,2003-12-09,False,False,https://www.govtrack.us/congress/bills/108/s2003,False,"[[datetime.datetime(2003, 12, 9, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2003-12-09"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2003,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2003:,S. 2003 (108th): Health Information for Quality Improvement Act,Health Information for Quality Improvement Act,"[[short, introduced, Health Information for Quality Improvement Act], [official, introduced, A bill to amend the Public Health Service Act to promote higher quality health care and better health by strengthening health information, information infrastructure, and the use of health information by providers and patients.]]",Health Information for Quality Improvement Act
66,bill,senate_bill,S.,108,referred,2003-01-07,"This bill was introduced on January 7, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 86,,78775,2003-01-07,False,False,https://www.govtrack.us/congress/bills/108/s86,False,"[[datetime.datetime(2003, 1, 7, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2003-01-07"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,86,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s86:,S. 86 (108th): Small Employer Tax Assistance for Health Coverage Act of 2003,Small Employer Tax Assistance for Health Coverage Act of 2003,"[[short, introduced, Small Employer Tax Assistance for Health Coverage Act of 2003], [official, introduced, A bill to amend the Internal Revenue Code of 1986 to provide a credit for the health insurance expenses of small businesses.]]",Small Employer Tax Assistance for Health Coverage Act of 2003
67,bill,senate_bill,S.,108,referred,2004-02-26,"This bill was introduced on February 26, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2133,,78980,2004-02-26,False,False,https://www.govtrack.us/congress/bills/108/s2133,False,"[[datetime.datetime(2004, 2, 26, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2004-02-26"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
    </action>
    ]]",bill,2133,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2133:,"S. 2133 (108th): A bill to name the Department of Veterans Affairs medical center in the Bronx, New York, as the James J. Peters Department of Veterans Affairs Medical Center.","A bill to name the Department of Veterans Affairs medical center in the Bronx, New York, as the James J. Peters Department of Veterans Affairs Medical Center.","[[official, introduced, A bill to name the Department of Veterans Affairs medical center in the Bronx, New York, as the James J. Peters Department of Veterans Affairs Medical Center.]]","A bill to name the Department of Veterans Affairs medical center in the Bronx, New York, as the James J. Peters Department of Veterans Affairs Medical Center."
68,bill,senate_bill,S.,108,referred,2003-06-24,"This bill was introduced on June 24, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1321,,79105,2003-06-24,False,False,https://www.govtrack.us/congress/bills/108/s1321,False,"[[datetime.datetime(2003, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2003-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,1321,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1321:,"S. 1321 (108th): A bill to authorize resources to foster a safe learning environment that supports academic achievement for all students by improving the quality of interim alternative educational settings, providing more behavioral supports in schools, a","A bill to authorize resources to foster a safe learning environment that supports academic achievement for all students by improving the quality of interim alternative educational settings, providing more behavioral supports in schools, and supporting whole school interventions.","[[official, introduced, A bill to authorize resources to foster a safe learning environment that supports academic achievement for all students by improving the quality of interim alternative educational settings, providing more behavioral supports in schools, and supporting whole school interventions.]]","A bill to authorize resources to foster a safe learning environment that supports academic achievement for all students by improving the quality of interim alternative educational settings, providing more behavioral supports in schools, a"
69,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2581,,82249,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2581,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
    </action>
  ]]",bill,2581,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2581:,S. 2581 (108th): A bill to establish a grant program to support cluster-based economic development efforts.,A bill to establish a grant program to support cluster-based economic development efforts.,"[[official, introduced, A bill to establish a grant program to support cluster-based economic development efforts.]]",A bill to establish a grant program to support cluster-based economic development efforts.
70,bill,senate_bill,S.,108,referred,2003-06-13,"This bill was introduced on June 13, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1266,,82602,2003-06-13,False,False,https://www.govtrack.us/congress/bills/108/s1266,False,"[[datetime.datetime(2003, 6, 13, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2003-06-13"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,1266,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1266:,"S. 1266 (108th): A bill to award a congressional gold medal to Dr. Dorothy Height, in recognition of her many contributions to the Nation.","A bill to award a congressional gold medal to Dr. Dorothy Height, in recognition of her many contributions to the Nation.","[[official, introduced, A bill to award a congressional gold medal to Dr. Dorothy Height, in recognition of her many contributions to the Nation.]]","A bill to award a congressional gold medal to Dr. Dorothy Height, in recognition of her many contributions to the Nation."
71,bill,senate_bill,S.,108,referred,2004-05-20,"This bill was introduced on May 20, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2471,,82613,2004-05-20,False,False,https://www.govtrack.us/congress/bills/108/s2471,False,"[[datetime.datetime(2004, 5, 20, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2004-05-20"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,2471,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2471:,S. 2471 (108th): SAFE-ID Act,SAFE-ID Act,"[[short, introduced, SAFE-ID Act], [short, introduced, Safeguarding Americans From Exporting Identification Data Act], [official, introduced, A bill to regulate the transmission of personally identifiable information to foreign affiliates and subcontractors.]]",SAFE-ID Act
72,resolution,senate_concurrent_resolution,S.Con.Res.,108,pass_over_senate,2004-07-22,"This resolution was introduced in a previous session of Congress and was passed by the Senate on July 22, 2004 but was never passed by the House.",Passed Senate,S.Con.Res. 112,,82639,2004-05-21,False,False,https://www.govtrack.us/congress/bills/108/sconres112,False,"[[datetime.datetime(2004, 5, 21, 0, 0), 2, Referred to the Committee on Armed Services., <action datetime=""2004-05-21"" state=""REFERRED"">
      <text>Referred to the Committee on Armed Services.</text>
      <reference ref=""CR S6107"" label=""text of measure as introduced""/>
    </action>
    ], [datetime.datetime(2004, 7, 22, 0, 0), 5, Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2004-07-22"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref=""CR S8806"" label=""text""/>
    </vote>
    ]]",resolution,112,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sconres112:,S.Con.Res. 112 (108th): A concurrent resolution supporting the goals and ideals of National Purple Heart Recognition Day.,A concurrent resolution supporting the goals and ideals of National Purple Heart Recognition Day.,"[[official, introduced, A concurrent resolution supporting the goals and ideals of National Purple Heart Recognition Day.]]",A concurrent resolution supporting the goals and ideals of National Purple Heart Recognition Day.
73,bill,senate_bill,S.,108,referred,2003-07-25,"This bill was introduced on July 25, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1468,,82695,2003-07-25,False,False,https://www.govtrack.us/congress/bills/108/s1468,False,"[[datetime.datetime(2003, 7, 25, 0, 0), 2, Read twice and referred to the Committee on the Judiciary., <action datetime=""2003-07-25"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on the Judiciary.</text>
    </action>
  ]]",bill,1468,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1468:,S. 1468 (108th): Korean War Veterans Recognition Act of 2003,Korean War Veterans Recognition Act of 2003,"[[short, introduced, Korean War Veterans Recognition Act of 2003], [official, introduced, A bill to amend title 4, United States Code, to add National Korean War Veterans Armistice Day to the list of days on which the flag should especially be displayed.]]",Korean War Veterans Recognition Act of 2003
74,bill,senate_bill,S.,108,referred,2004-02-26,"This bill was introduced on February 26, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2139,,82861,2004-02-26,False,False,https://www.govtrack.us/congress/bills/108/s2139,False,"[[datetime.datetime(2004, 2, 26, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2004-02-26"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
      <reference ref=""CR S1694"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,2139,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2139:,S. 2139 (108th): Residual Radioactive Contamination Compensation Act,Residual Radioactive Contamination Compensation Act,"[[short, introduced, Residual Radioactive Contamination Compensation Act], [official, introduced, A bill to provide coverage under the Energy Employees Occupational Illness Compensation Program for individuals employed at atomic weapons employer facilities during periods of residual contamination.]]",Residual Radioactive Contamination Compensation Act
75,bill,senate_bill,S.,108,pass_over_senate,2004-10-10,"This bill was introduced in a previous session of Congress and was passed by the Senate on October 10, 2004 but was never passed by the House.",Passed Senate,S. 2334,,82947,2004-04-22,False,False,https://www.govtrack.us/congress/bills/108/s2334,False,"[[datetime.datetime(2004, 4, 22, 0, 0), 2, Read twice and referred to the Committee on Energy and Natural Resources., <action datetime=""2004-04-22"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Energy and Natural Resources.</text>
      <reference ref=""CR S4302"" label=""text of measure as introduced""/>
    </action>
    ], [datetime.datetime(2004, 9, 15, 0, 0), 3, Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably., <calendar datetime=""2004-09-15"" state=""REPORTED"">
      <text>Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.</text>
    </calendar>
    ], [datetime.datetime(2004, 10, 10, 0, 0), 5, Passed Senate without amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2004-10-10"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate without amendment by Unanimous Consent.</text>
      <reference ref=""CR S11127-11183"" label=""consideration""/>
      <reference ref=""CR S11174"" label=""text""/>
    </vote>
    ]]",bill,2334,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2334:,S. 2334 (108th): Caribbean National Forest Act of 2004,Caribbean National Forest Act of 2004,"[[short, introduced, Caribbean National Forest Act of 2004], [short, passed senate, Caribbean National Forest Act of 2004], [official, introduced, A bill to designate certain National Forest System land in the Commonwealth of Puerto Rico as components of the National Wilderness Preservation System.]]",Caribbean National Forest Act of 2004
76,bill,senate_bill,S.,108,referred,2004-06-24,"This bill was introduced on June 24, 2004, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2583,,83117,2004-06-24,False,False,https://www.govtrack.us/congress/bills/108/s2583,False,"[[datetime.datetime(2004, 6, 24, 0, 0), 2, Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry., <action datetime=""2004-06-24"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.</text>
    </action>
  ]]",bill,2583,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s2583:,S. 2583 (108th): A bill to promote the use of anaerobic digesters by agricultural producers and rural small businesses to produce renewable energy and improve environmental quality.,A bill to promote the use of anaerobic digesters by agricultural producers and rural small businesses to produce renewable energy and improve environmental quality.,"[[official, introduced, A bill to promote the use of anaerobic digesters by agricultural producers and rural small businesses to produce renewable energy and improve environmental quality.]]",A bill to promote the use of anaerobic digesters by agricultural producers and rural small businesses to produce renewable energy and improve environmental quality.
77,bill,senate_bill,S.,108,referred,2003-09-17,"This bill was introduced on September 17, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1630,,81527,2003-09-17,False,False,https://www.govtrack.us/congress/bills/108/s1630,False,"[[datetime.datetime(2003, 9, 17, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2003-09-17"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,1630,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1630:,S. 1630 (108th): Calling for 2-1-1 Act of 2003,Calling for 2-1-1 Act of 2003,"[[short, introduced, Calling for 2-1-1 Act of 2003], [official, introduced, A bill to facilitate nationwide availability of 2-1-1 telephone service for information and referral services, and for other purposes.]]",Calling for 2-1-1 Act of 2003
78,bill,senate_bill,S.,108,referred,2003-11-13,"This bill was introduced on November 13, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1856,,81579,2003-11-13,False,False,https://www.govtrack.us/congress/bills/108/s1856,False,"[[datetime.datetime(2003, 11, 13, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2003-11-13"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
    </action>
  ]]",bill,1856,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1856:,"S. 1856 (108th): A bill to designate the Department of Veterans Affairs outpatient clinic in Sunnyside, Queens, New York, as the “Thomas P. Noonan, Jr., Department of Veterans Affairs Outpatient Clinic”.","A bill to designate the Department of Veterans Affairs outpatient clinic in Sunnyside, Queens, New York, as the “Thomas P. Noonan, Jr., Department of Veterans Affairs Outpatient Clinic”.","[[official, introduced, A bill to designate the Department of Veterans Affairs outpatient clinic in Sunnyside, Queens, New York, as the ""Thomas P. Noonan, Jr., Department of Veterans Affairs Outpatient Clinic"".]]","A bill to designate the Department of Veterans Affairs outpatient clinic in Sunnyside, Queens, New York, as the “Thomas P. Noonan, Jr., Department of Veterans Affairs Outpatient Clinic”."
79,bill,senate_bill,S.,108,referred,2003-12-09,"This bill was introduced on December 9, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1986,,81625,2003-12-09,False,False,https://www.govtrack.us/congress/bills/108/s1986,False,"[[datetime.datetime(2003, 12, 9, 0, 0), 2, Read twice and referred to the Committee on Rules and Administration., <action datetime=""2003-12-09"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Rules and Administration.</text>
      <reference ref=""CR S16123-16124"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,1986,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:s1986:,S. 1986 (108th): Protecting American Democracy Act of 2003,Protecting American Democracy Act of 2003,"[[short, introduced, Protecting American Democracy Act of 2003], [official, introduced, A bill to amend the help America Vote Act of 2002 to require voter verification and improved security for voting systems under title III of the Act, and for other purposes.]]",Protecting American Democracy Act of 2003
80,resolution,senate_concurrent_resolution,S.Con.Res.,108,pass_over_senate,2003-07-25,"This resolution was introduced in a previous session of Congress and was passed by the Senate on July 25, 2003 but was never passed by the House.",Passed Senate,S.Con.Res. 40,,81775,2003-04-30,False,False,https://www.govtrack.us/congress/bills/108/sconres40,False,"[[datetime.datetime(2003, 4, 30, 0, 0), 2, Referred to the Committee on the Judiciary., <action datetime=""2003-04-30"" state=""REFERRED"">
      <text>Referred to the Committee on the Judiciary.</text>
      <reference ref=""CR S5613"" label=""text of measure as introduced""/>
    </action>
    ], [datetime.datetime(2003, 7, 24, 0, 0), 3, Committee on the Judiciary. Ordered to be reported without amendment favorably., <calendar datetime=""2003-07-24"" state=""REPORTED"">
      <text>Committee on the Judiciary. Ordered to be reported without amendment favorably.</text>
    </calendar>
    ], [datetime.datetime(2003, 7, 25, 0, 0), 5, Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2003-07-25"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.</text>
      <reference ref="" CR S9987"" label=""consideration""/>
      <reference ref="" CR S9987"" label=""text as passed Senate""/>
    </vote>
    ]]",resolution,40,,,,thomas-congproj,,C001041,1947-10-26,,Hillary,female,Female,300022,Clinton,https://www.govtrack.us/congress/members/hillary_clinton/300022,Rodham,"Sen. Hillary Clinton [D-NY, 2001-2009]",,,N00000019,55463,"Clinton, Hillary (Sen.) [D-NY, 2001-2009]",,,,"[107, 108, 109]",False,Senator from New York,,2007-01-03,,3915,,Democrat,300022,,senator,Senator,class1,Class 1,,2001-01-03,NY,Sen.,Senator,http://clinton.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:sconres40:,"S.Con.Res. 40 (108th): A concurrent resolution designating August 7, 2003, as “National Purple Heart Recognition Day”.","A concurrent resolution designating August 7, 2003, as “National Purple Heart Recognition Day”.","[[official, introduced, A concurrent resolution designating August 7, 2003, as ""National Purple Heart Recognition Day"".]]","A concurrent resolution designating August 7, 2003, as “National Purple Heart Recognition Day”."
